code,name,en,lat,lng
KTX01,서울,SEOUL,37.554648,126.972559
KTX02,광명,GWANGMYEONG,37.416451,126.884804
KTX03,천안아산,CHEONAN-ASAN,36.794383,127.104522
KTX04,오송,OSONG,36.620159,127.327532
KTX05,대전,DAEJEON,36.332116,127.434136
KTX06,김천구미,GIMCHEON-GUMI,36.113742,128.180983
KTX07,서대구,SEODAEGU,35.881667,128.539167
KTX08,동대구,DONGDAEGU,35.879436,128.628889
KTX09,경주,GYEONGJU,35.798386,129.138325
KTX10,울산,ULSAN,35.551329,129.138742
KTX11,부산,BUSAN,35.115109,129.041419
