code,name,en,lat,lng
KHN01,용산,YONGSAN,37.5297056,126.9647444
KHN02,광명,GWANGMYEONG,37.416451,126.884804
KHN03,천안아산,CHEONAN-ASAN,36.7943833,127.1045222
KHN04,오송,OSONG,36.6207917,127.3278
KHN05,공주,GONGJU,36.33245306,127.09685306
KHN06,익산,IKSAN,35.9416361,126.9457972
KHN07,정읍,JEONGEUP,35.57556,126.8425
KHN08,광주송정,GWANGJU-SONGJEONG,35.1378444,126.7902333
KHN09,나주,NAJU,35.0142611,126.7169944
KHN10,목포,MOKPO,34.79194,126.38722
